Names,Locations,Prices/Mon
1 otaqlı33 m²3/3 mərtəbə,Nizami m.,80AZN/ay
2 otaqlı70 m²1/3 mərtəbə,Sahil m.,2 500AZN/ay
4 otaqlı220 m²14/21 mərtəbə,28 May m.,1 500AZN/ay
2 otaqlı70 m²10/18 mərtəbə,Şah İsmayıl Xətai m.,999AZN/ay
3 otaqlı176 m²12/22 mərtəbə,28 May m.,1 000AZN/ay
3 otaqlı150 m²11/16 mərtəbə,28 May m.,1 500AZN/ay
2 otaqlı92 m²17/18 mərtəbə,Memar Əcəmi m.,430AZN/ay
4 otaqlı120 m²4/5 mərtəbə,Səbail r.,900AZN/ay
164 m²,Nəsimi r.,8 500AZN/ay
830 m²,Sabunçu r.,8 500AZN/ay
3 otaqlı100 m²7/20 mərtəbə,Yasamal q.,1 200AZN/ay
3 otaqlı55 m²3/5 mərtəbə,Mərdəkan q.,550AZN/ay
145 m²,Nəsimi r.,3 500AZN/ay
5 otaqlı280 m²2/3 mərtəbə,Sahil m.,5 000AZN/ay
3 otaqlı175 m²4/16 mərtəbə,Elmlər Akademiyası m.,900AZN/ay
2 otaqlı65 m²4/16 mərtəbə,Elmlər Akademiyası m.,850AZN/ay
4 otaqlı120 m²2/4 mərtəbə,Sahil m.,1 550AZN/ay
380 m²,İçəri Şəhər m.,3 300AZN/ay
2 otaqlı50 m²2/5 mərtəbə,Nəsimi r.,350AZN/ay
2 otaqlı50 m²3/4 mərtəbə,Nizami m.,500AZN/ay
3 otaqlı172 m²7/10 mərtəbə,Nizami m.,1 000AZN/ay
2 otaqlı98 m²6/17 mərtəbə,Şah İsmayıl Xətai m.,850AZN/ay
3 otaqlı78 m²5/5 mərtəbə,Nərimanov r.,600AZN/ay
2 otaqlı40 m²1/2 mərtəbə,Nəsimi r.,400AZN/ay
4 otaqlı120 m²5/5 mərtəbə,Gənclik m.,600AZN/ay
3 otaqlı140 m²,Şah İsmayıl Xətai m.,1 000AZN/ay
2 otaqlı60 m²5/9 mərtəbə,Bakıxanov q.,100AZN/ay
2 otaqlı65 m²2/4 mərtəbə,Nəriman Nərimanov m.,600AZN/ay
4 otaqlı200 m²6/17 mərtəbə,Nəsimi r.,800AZN/ay
45 m²,Nizami m.,500AZN/ay
2 otaqlı100 m²11/19 mərtəbə,Şah İsmayıl Xətai m.,1 400AZN/ay
4 otaqlı230 m²4/16 mərtəbə,Nəsimi r.,2 500AZN/ay
4 otaqlı175 m²7/20 mərtəbə,Şah İsmayıl Xətai m.,1 500AZN/ay
1 otaqlı45 m²5/5 mərtəbə,28 May m.,450AZN/ay
3 otaqlı145 m²12/17 mərtəbə,Şah İsmayıl Xətai m.,750AZN/ay
2 otaqlı102.3 m²27/27 mərtəbə,Yasamal r.,1 200AZN/ay
3 otaqlı100 m²17/18 mərtəbə,Şah İsmayıl Xətai m.,700AZN/ay
2 otaqlı100 m²4/10 mərtəbə,Sahil m.,35AZN/gün
2 otaqlı60 m²5/16 mərtəbə,Qara Qarayev m.,550AZN/ay
3 otaqlı120 m²10/10 mərtəbə,28 May m.,900AZN/ay
300 m²,Nizami m.,3 000AZN/ay
3 otaqlı70 m²5/5 mərtəbə,Elmlər Akademiyası m.,450AZN/ay
2 otaqlı70 m²5/18 mərtəbə,Nərimanov r.,600AZN/ay
5 otaqlı200 m²9/10 mərtəbə,Elmlər Akademiyası m.,900AZN/ay
3 otaqlı80 m²15/16 mərtəbə,İnşaatçılar m.,650AZN/ay
2 otaqlı95 m²12/19 mərtəbə,Nəsimi r.,40AZN/gün
3 otaqlı180 m²16/17 mərtəbə,Nəsimi r.,50AZN/gün
2 otaqlı66 m²3/12 mərtəbə,Yasamal q.,450AZN/ay
3 otaqlı120 m²25/27 mərtəbə,Nəsimi r.,1 250AZN/ay
3 otaqlı163 m²8/17 mərtəbə,Azadlıq Prospekti m.,650AZN/ay
2 otaqlı90 m²20/24 mərtəbə,İnşaatçılar m.,500AZN/ay
4 otaqlı200 m²2/14 mərtəbə,Nərimanov r.,1 700AZN/ay
2 otaqlı70 m²22/22 mərtəbə,Nəsimi r.,650AZN/ay
3 otaqlı140 m²14/16 mərtəbə,Nizami m.,1 700AZN/ay
3 otaqlı112 m²8/10 mərtəbə,28 May m.,1 000AZN/ay
2 otaqlı65 m²3/4 mərtəbə,Nəsimi r.,400AZN/ay
30 m²,Nəriman Nərimanov m.,750AZN/ay
3 otaqlı110 m²3/9 mərtəbə,28 May m.,800AZN/ay
3 otaqlı150 m²7/10 mərtəbə,Elmlər Akademiyası m.,1 000AZN/ay
2 otaqlı70 m²4/16 mərtəbə,Səbail r.,700AZN/ay
2 otaqlı65 m²16/17 mərtəbə,Həzi Aslanov m.,380AZN/ay
3 otaqlı130 m²8/18 mərtəbə,Nizami m.,1 360AZN/ay
3 otaqlı110 m²4/16 mərtəbə,28 May m.,700AZN/ay
3 otaqlı90 m²10/10 mərtəbə,28 May m.,1 000AZN/ay
2 otaqlı60 m²11/16 mərtəbə,İnşaatçılar m.,500AZN/ay
2 otaqlı100 m²27/27 mərtəbə,Nəsimi r.,1 200AZN/ay
3 otaqlı120 m²2/3 mərtəbə,İçəri Şəhər m.,850AZN/ay
2 otaqlı90 m²14/17 mərtəbə,Həzi Aslanov m.,450AZN/ay
63 m²,Masazır q.,600AZN/ay
1 otaqlı40 m²3/3 mərtəbə,Masazır q.,250AZN/ay
3 otaqlı130 m²3/20 mərtəbə,Nərimanov r.,750AZN/ay
8 otaqlı450 m²,Nəsimi r.,4 500AZN/ay
2 otaqlı57 m²3/20 mərtəbə,İnşaatçılar m.,370AZN/ay
4 otaqlı130 m²4/5 mərtəbə,Bayıl q.,900AZN/ay
4 otaqlı210 m²,Sabunçu q.,600AZN/ay
125 m²,Xalqlar Dostluğu m.,5 000AZN/ay
2 otaqlı55 m²1/5 mərtəbə,Neftçilər m.,480AZN/ay
3 otaqlı40 m²1/1 mərtəbə,28 May m.,450AZN/ay
6 otaqlı500 m²,Badamdar q.,3 500AZN/ay
2 otaqlı50 m²5/5 mərtəbə,Nizami m.,450AZN/ay
3 otaqlı120 m²10/10 mərtəbə,28 May m.,1 000AZN/ay
3 otaqlı100 m²12/16 mərtəbə,Elmlər Akademiyası m.,1 000AZN/ay
450 m²,Nərimanov r.,5 000AZN/ay
2 otaqlı45 m²,28 May m.,900AZN/ay
4 otaqlı130 m²,Xətai r.,650AZN/ay
3 otaqlı120 m²25/27 mərtəbə,Nəsimi r.,1 200AZN/ay
3 otaqlı130 m²8/14 mərtəbə,Nizami m.,1 340AZN/ay
4 otaqlı220 m²17/20 mərtəbə,Nəsimi r.,2 200AZN/ay
2 otaqlı50 m²4/5 mərtəbə,Memar Əcəmi m.,350AZN/ay
5 otaqlı200 m²,Qəbələ,100AZN/gün
2 otaqlı45 m²5/11 mərtəbə,28 May m.,520AZN/ay
1 otaqlı55 m²4/5 mərtəbə,Memar Əcəmi m.,150AZN/ay
2 otaqlı65 m²10/14 mərtəbə,Nizami r.,380AZN/ay
3 otaqlı129 m²9/17 mərtəbə,Şah İsmayıl Xətai m.,800AZN/ay
2 otaqlı69 m²9/18 mərtəbə,Şah İsmayıl Xətai m.,650AZN/ay
2 otaqlı69 m²10/16 mərtəbə,8 Noyabr m.,750AZN/ay
3 otaqlı160 m²2/17 mərtəbə,28 May m.,50AZN/gün
4 otaqlı220 m²3/16 mərtəbə,Nəsimi m.,1 500AZN/ay
4 otaqlı130 m²4/5 mərtəbə,Bayıl q.,900AZN/ay
4 otaqlı130 m²,Lənkəran,25AZN/gün
2 otaqlı60 m²2/5 mərtəbə,Elmlər Akademiyası m.,35AZN/gün
420 m²,Bilgəh q.,200AZN/gün
405 m²,Elmlər Akademiyası m.,6 000AZN/ay
200 m²,Pirşağı q.,150AZN/gün
3 otaqlı140 m²25/27 mərtəbə,Yasamal r.,1 250AZN/ay
1800 m²,Xətai r.,1 000AZN/ay
3 otaqlı130 m²12/18 mərtəbə,Nəriman Nərimanov m.,900AZN/ay
3 otaqlı110 m²11/18 mərtəbə,Nərimanov r.,650AZN/ay
2 otaqlı92 m²5/18 mərtəbə,Sahil m.,1 000AZN/ay
3 otaqlı156 m²12/16 mərtəbə,28 May m.,1 200AZN/ay
925 m²,Nəsimi r.,12 000AZN/ay
4 otaqlı160 m²16/22 mərtəbə,Nəsimi r.,2 000AZN/ay
3 otaqlı153 m²11/20 mərtəbə,Badamdar q.,1 300AZN/ay
4 otaqlı220 m²5/21 mərtəbə,Nəsimi r.,1 700AZN/ay
4 otaqlı150 m²9/10 mərtəbə,28 May m.,1 500AZN/ay
2 otaqlı120 m²6/16 mərtəbə,Neftçilər m.,600AZN/ay
3 otaqlı85 m²7/9 mərtəbə,Gənclik m.,600AZN/ay
6 otaqlı300 m²,Şüvəlan q.,800AZN/ay
1015 m²,Masazır q.,7 000AZN/ay
2 otaqlı50 m²1/5 mərtəbə,Elmlər Akademiyası m.,450AZN/ay
2 otaqlı44 m²2/4 mərtəbə,Masazır q.,330AZN/ay
2 otaqlı100 m²7/18 mərtəbə,Nəsimi r.,1 000AZN/ay
3 otaqlı100 m²17/18 mərtəbə,Xətai r.,750AZN/ay
400 m²,Maştağa q.,300AZN/gün
350 m²,Mərdəkan q.,300AZN/gün
30 m²,Pirşağı q.,150AZN/gün
220 m²,Mərdəkan q.,100AZN/gün
310 m²,Buzovna q.,200AZN/gün
140 m²,Novxanı q.,250AZN/gün
2 otaqlı100 m²8/18 mərtəbə,Xətai r.,50AZN/gün
2 otaqlı80 m²,Zabrat q.,300AZN/ay
3 otaqlı46 m²5/5 mərtəbə,Memar Əcəmi m.,115AZN/ay
177 m²,Yasamal q.,3 500AZN/ay
1 otaqlı55 m²2/2 mərtəbə,Zabrat q.,150AZN/ay
100 m²,Nərimanov r.,1 000AZN/ay
3 otaqlı60 m²2/5 mərtəbə,Qazax,150AZN/ay
1 otaqlı40 m²,Sabunçu r.,200AZN/gün
3 otaqlı91 m²4/18 mərtəbə,Yasamal r.,850AZN/ay
95 m²,Sabunçu q.,740AZN/ay
4 otaqlı210 m²9/20 mərtəbə,28 May m.,2 500AZN/ay
90 m²,Azadlıq Prospekti m.,500AZN/ay
2 otaqlı70 m²8/16 mərtəbə,Abşeron r.,400AZN/ay
3 otaqlı148 m²27/27 mərtəbə,Yasamal r.,1 300AZN/ay
5 otaqlı211 m²,Qusar,100AZN/gün
3 otaqlı100 m²3/6 mərtəbə,İçəri Şəhər m.,1 000AZN/ay
70 m²,28 May m.,1 600AZN/ay
2 otaqlı45 m²5/5 mərtəbə,Xırdalan,300AZN/ay
1 otaqlı30 m²5/5 mərtəbə,Memar Əcəmi m.,280AZN/ay
2 otaqlı65 m²5/18 mərtəbə,Nizami m.,450AZN/ay
1 otaqlı35 m²3/5 mərtəbə,Nərimanov r.,370AZN/ay
2 otaqlı43 m²4/5 mərtəbə,Memar Əcəmi m.,350AZN/ay
3 otaqlı80 m²3/5 mərtəbə,Nərimanov r.,600AZN/ay
3 otaqlı100 m²15/17 mərtəbə,Şah İsmayıl Xətai m.,700AZN/ay
260 m²,Qara Qarayev m.,10 000AZN/ay
4 otaqlı140 m²13/16 mərtəbə,Nəriman Nərimanov m.,1 200AZN/ay
2 otaqlı55 m²4/16 mərtəbə,Nəriman Nərimanov m.,600AZN/ay
60 m²,Nəsimi r.,650AZN/ay
460 m²,Maştağa q.,300AZN/gün
260 m²,Mərdəkan q.,100AZN/gün
250 m²,Şüvəlan q.,100AZN/gün
200 m²,Şüvəlan q.,8 000AZN/ay
240 m²,Mərdəkan q.,130AZN/gün
250 m²,Buzovna q.,199AZN/gün
240 m²,Buzovna q.,100AZN/gün
3 otaqlı100 m²4/5 mərtəbə,Elmlər Akademiyası m.,690AZN/ay
500 m²,Əhmədli m.,2 500AZN/ay
2 otaqlı80 m²7/16 mərtəbə,Bakıxanov q.,200AZN/ay
2 otaqlı90 m²6/20 mərtəbə,Şah İsmayıl Xətai m.,950AZN/ay
2 otaqlı79 m²5/5 mərtəbə,İçəri Şəhər m.,500AZN/ay
2264 m²,Şah İsmayıl Xətai m.,56 000AZN/ay
3 otaqlı98 m²3/17 mərtəbə,8 Noyabr m.,650AZN/ay
2 otaqlı76 m²6/17 mərtəbə,8-ci mikrorayon q.,500AZN/ay
3 otaqlı110 m²17/18 mərtəbə,Şah İsmayıl Xətai m.,700AZN/ay
3 otaqlı110 m²2/3 mərtəbə,Səbail r.,850AZN/ay
2 otaqlı60 m²4/16 mərtəbə,Elmlər Akademiyası m.,850AZN/ay
110 m²,28 May m.,2 500AZN/ay
80 m²,Əhmədli m.,350AZN/ay
2 otaqlı44 m²5/5 mərtəbə,Nizami r.,500AZN/ay
1 otaqlı12 m²,28 May m.,400AZN/ay
30 m²,Yasamal r.,380AZN/ay
3 otaqlı110 m²6/20 mərtəbə,Xətai r.,950AZN/ay
120 m²,Əhmədli m.,800AZN/ay
1 otaqlı46 m²4/16 mərtəbə,Binəqədi r.,420AZN/ay
4 otaqlı180 m²8/16 mərtəbə,Sahil m.,2 400AZN/ay
2 otaqlı60 m²4/9 mərtəbə,Yeni Günəşli q.,340AZN/ay
2 otaqlı80 m²12/18 mərtəbə,Şah İsmayıl Xətai m.,1 000AZN/ay
1550 m²,Novxanı q.,1 500AZN/ay
156 m²,Memar Əcəmi m.,3 000AZN/ay
540 m²,Mərdəkan q.,222AZN/gün
3 otaqlı115 m²,Nərimanov r.,1 600AZN/ay
2 otaqlı65 m²17/19 mərtəbə,Nərimanov r.,850AZN/ay
3 otaqlı120 m²9/16 mərtəbə,Elmlər Akademiyası m.,1 000AZN/ay
2 otaqlı100 m²8/20 mərtəbə,Şah İsmayıl Xətai m.,700AZN/ay
2 otaqlı90 m²17/21 mərtəbə,Nərimanov r.,800AZN/ay
3 otaqlı80 m²3/9 mərtəbə,Nəsimi m.,499AZN/ay
2 otaqlı44 m²5/5 mərtəbə,Nizami r.,500AZN/ay
4 otaqlı195 m²11/20 mərtəbə,Şah İsmayıl Xətai m.,1 300AZN/ay
4 otaqlı195 m²11/20 mərtəbə,Şah İsmayıl Xətai m.,1 300AZN/ay
3 otaqlı147 m²27/27 mərtəbə,Nəsimi r.,1 300AZN/ay
270 m²,Sahil m.,7 000AZN/ay
2 otaqlı70 m²7/15 mərtəbə,İçəri Şəhər m.,1 300AZN/ay
4 otaqlı120 m²4/4 mərtəbə,Xətai r.,1 200AZN/ay
2 otaqlı40 m²2/5 mərtəbə,Elmlər Akademiyası m.,40AZN/gün
3 otaqlı120 m²4/4 mərtəbə,Sahil m.,1 500AZN/ay
2 otaqlı86 m²18/21 mərtəbə,Nəriman Nərimanov m.,800AZN/ay
50 m²,Gənclik m.,500AZN/ay
7 otaqlı218 m²,Nərimanov r.,3 500AZN/ay
3 otaqlı100 m²8/8 mərtəbə,Nəriman Nərimanov m.,700AZN/ay
4 otaqlı225 m²17/20 mərtəbə,Səbail r.,2 200AZN/ay
2 otaqlı77 m²5/18 mərtəbə,Nəsimi r.,450AZN/ay
5 otaqlı160 m²,28 May m.,1 100AZN/ay
3 otaqlı150 m²6/10 mərtəbə,Elmlər Akademiyası m.,1 000AZN/ay
2 otaqlı45 m²5/5 mərtəbə,Memar Əcəmi m.,300AZN/ay
200 m²,Mərdəkan q.,120AZN/gün
3 otaqlı70 m²,Nərimanov r.,800AZN/ay
5 otaqlı250 m²9/22 mərtəbə,Elmlər Akademiyası m.,2 000AZN/ay
3 otaqlı90 m²2/2 mərtəbə,Nərimanov r.,300AZN/ay
2 otaqlı65 m²17/19 mərtəbə,Nərimanov r.,850AZN/ay
430 m²,Binəqədi r.,7 000AZN/ay
2 otaqlı86 m²18/21 mərtəbə,Nərimanov r.,800AZN/ay
4 otaqlı140 m²8/9 mərtəbə,Gənclik m.,890AZN/ay
150 m²,Nərimanov r.,5 500AZN/ay
2 otaqlı80 m²5/16 mərtəbə,Nəsimi r.,750AZN/ay
3 otaqlı50 m²5/9 mərtəbə,Gənclik m.,500AZN/ay
4 otaqlı200 m²5/9 mərtəbə,Şah İsmayıl Xətai m.,1 100AZN/ay
3 otaqlı150 m²5/22 mərtəbə,İnşaatçılar m.,800AZN/ay
1 otaqlı30 m²,Nərimanov r.,500AZN/ay
2 otaqlı70 m²17/19 mərtəbə,Gənclik m.,850AZN/ay
2 otaqlı50 m²2/5 mərtəbə,Yasamal r.,350AZN/ay
4 otaqlı170 m²12/18 mərtəbə,Nəsimi r.,1 000AZN/ay
300 m²,Elmlər Akademiyası m.,8 800AZN/ay
1000 m²,Səbail r.,5 000AZN/ay
600 m²,Elmlər Akademiyası m.,12 000AZN/ay
3 otaqlı125 m²8/16 mərtəbə,Yasamal r.,1 100AZN/ay
170 m²,Nərimanov r.,4 000AZN/ay
300 m²,Şah İsmayıl Xətai m.,7 000AZN/ay
1 otaqlı22 m²2/4 mərtəbə,Səbail r.,20AZN/gün
3 otaqlı130 m²10/14 mərtəbə,Nizami m.,750AZN/ay
54 m²,Nəsimi r.,800AZN/ay
3 otaqlı105 m²2/20 mərtəbə,Şah İsmayıl Xətai m.,849AZN/ay
3 otaqlı103 m²11/19 mərtəbə,Nəsimi r.,700AZN/ay
150 m²,İnşaatçılar m.,1 000AZN/ay
2 otaqlı100 m²19/27 mərtəbə,Nəsimi r.,1 000AZN/ay
3 otaqlı137 m²12/18 mərtəbə,20 Yanvar m.,1 000AZN/ay
3 otaqlı140 m²6/16 mərtəbə,Şah İsmayıl Xətai m.,800AZN/ay
1 otaqlı50 m²,Yeni Günəşli q.,170AZN/ay
6 m²,Nəriman Nərimanov m.,300AZN/ay
2 otaqlı65 m²17/19 mərtəbə,Gənclik m.,850AZN/ay
2 otaqlı105 m²9/27 mərtəbə,Nəsimi r.,800AZN/ay
4 otaqlı250 m²6/9 mərtəbə,İnşaatçılar m.,1 400AZN/ay
4 otaqlı136 m²11/16 mərtəbə,Şah İsmayıl Xətai m.,1 400AZN/ay
3 otaqlı110 m²12/16 mərtəbə,Nizami m.,700AZN/ay
2 otaqlı85 m²11/16 mərtəbə,28 May m.,750AZN/ay
3 otaqlı70 m²5/5 mərtəbə,Elmlər Akademiyası m.,550AZN/ay
3 otaqlı148 m²10/17 mərtəbə,Nəsimi r.,850AZN/ay
4 otaqlı260 m²10/18 mərtəbə,Nəsimi r.,1 800AZN/ay
3 otaqlı60 m²1/5 mərtəbə,4-cü mikrorayon q.,600AZN/ay
3 otaqlı153 m²5/17 mərtəbə,Nəsimi r.,750AZN/ay
3 otaqlı100 m²2/20 mərtəbə,Şah İsmayıl Xətai m.,850AZN/ay
3 otaqlı135 m²8/16 mərtəbə,Elmlər Akademiyası m.,800AZN/ay
2 otaqlı90 m²17/21 mərtəbə,Nəriman Nərimanov m.,700AZN/ay
300 m²,Xırdalan,3 000AZN/ay
3 otaqlı130 m²7/32 mərtəbə,Xətai r.,3 000AZN/ay
4 otaqlı210 m²4/7 mərtəbə,Xətai r.,2 500AZN/ay
6 otaqlı400 m²,Nizami r.,3 000AZN/ay
4 otaqlı140 m²3/4 mərtəbə,Sahil m.,1 140AZN/ay
3 otaqlı140 m²9/12 mərtəbə,Səbail r.,1 400AZN/ay
130 m²,Buzovna q.,900AZN/ay
2 otaqlı86 m²17/21 mərtəbə,Nəriman Nərimanov m.,750AZN/ay
3 otaqlı100 m²2/6 mərtəbə,Səbail r.,1 000AZN/ay
3 otaqlı80 m²5/7 mərtəbə,Sahil m.,1 800AZN/ay
2 otaqlı65 m²2/3 mərtəbə,Sahil m.,1 200AZN/ay
3 otaqlı120 m²5/16 mərtəbə,Nəsimi r.,900AZN/ay
2 otaqlı100 m²13/17 mərtəbə,Nəriman Nərimanov m.,800AZN/ay
3 otaqlı150 m²14/18 mərtəbə,8 Noyabr m.,800AZN/ay
3 otaqlı148 m²27/27 mərtəbə,Yasamal r.,1 300AZN/ay
2 otaqlı90 m²18/21 mərtəbə,Nərimanov r.,750AZN/ay
10 otaqlı500 m²,Nərimanov r.,3 000AZN/ay
4 otaqlı150 m²3/7 mərtəbə,Xətai r.,1 800AZN/ay
4 otaqlı121 m²,İsmayıllı,120AZN/gün
3 otaqlı120 m²13/17 mərtəbə,İnşaatçılar m.,900AZN/ay
2 otaqlı67 m²3/16 mərtəbə,Nəsimi r.,450AZN/ay
2 otaqlı60 m²4/16 mərtəbə,İnşaatçılar m.,850AZN/ay
2 otaqlı60 m²4/16 mərtəbə,Elmlər Akademiyası m.,850AZN/ay
4 otaqlı155 m²13/15 mərtəbə,Gənclik m.,1 000AZN/ay
2 otaqlı78 m²4/4 mərtəbə,Səbail r.,1 000AZN/ay
2 otaqlı90 m²18/22 mərtəbə,Nəriman Nərimanov m.,750AZN/ay
3 otaqlı120 m²17/17 mərtəbə,İnşaatçılar m.,600AZN/ay
3 otaqlı120 m²2/4 mərtəbə,Sahil m.,50AZN/gün
3 otaqlı100 m²,Qax,50AZN/gün
7 otaqlı218 m²,Nəsimi r.,3 500AZN/ay
3 otaqlı150 m²27/27 mərtəbə,Yasamal r.,1 300AZN/ay
3 otaqlı142 m²27/27 mərtəbə,İnşaatçılar m.,1 290AZN/ay
2 otaqlı55 m²1/5 mərtəbə,Nizami r.,480AZN/ay
45 m²,Nərimanov r.,750AZN/ay
3 otaqlı150 m²7/12 mərtəbə,Gənclik m.,1 400AZN/ay
450 m²,Gənclik m.,2 500AZN/ay
2 otaqlı86 m²18/21 mərtəbə,Nəriman Nərimanov m.,800AZN/ay
2 otaqlı60 m²4/4 mərtəbə,28 May m.,700AZN/ay
2 otaqlı50 m²2/2 mərtəbə,İçəri Şəhər m.,500AZN/ay
3 otaqlı100 m²2/6 mərtəbə,İçəri Şəhər m.,1 000AZN/ay
3 otaqlı85 m²4/9 mərtəbə,8-ci mikrorayon q.,420AZN/ay
1 otaqlı50 m²5/16 mərtəbə,7-ci mikrorayon q.,420AZN/ay
3 otaqlı100 m²17/18 mərtəbə,Şah İsmayıl Xətai m.,750AZN/ay
3 otaqlı120 m²17/17 mərtəbə,İnşaatçılar m.,600AZN/ay
2 otaqlı70 m²5/16 mərtəbə,8 Noyabr m.,550AZN/ay
3 otaqlı100 m²6/20 mərtəbə,Xətai r.,950AZN/ay
1 otaqlı45 m²6/16 mərtəbə,Nərimanov r.,400AZN/ay
2 otaqlı86 m²18/21 mərtəbə,Nəriman Nərimanov m.,800AZN/ay
3 otaqlı135 m²7/19 mərtəbə,Nizami m.,1 300AZN/ay
2 otaqlı79 m²7/15 mərtəbə,Səbail r.,1 200AZN/ay
3 otaqlı155 m²2/16 mərtəbə,Şah İsmayıl Xətai m.,800AZN/ay
3 otaqlı150 m²8/17 mərtəbə,28 May m.,1 000AZN/ay
350 m²,Novxanı q.,170AZN/gün
60 m²,Şah İsmayıl Xətai m.,1 000AZN/ay
3 otaqlı135 m²7/19 mərtəbə,Nəsimi r.,1 300AZN/ay
3 otaqlı110 m²9/16 mərtəbə,Həzi Aslanov m.,700AZN/ay
4 otaqlı220 m²4/16 mərtəbə,Nəsimi r.,2 800AZN/ay
1 otaqlı30 m²,İnşaatçılar m.,500AZN/ay
4 otaqlı180 m²7/14 mərtəbə,İçəri Şəhər m.,3 000AZN/ay
3 otaqlı80 m²5/5 mərtəbə,Nərimanov r.,600AZN/ay
2 otaqlı60 m²5/12 mərtəbə,8 Noyabr m.,620AZN/ay
2 otaqlı80 m²2/5 mərtəbə,İçəri Şəhər m.,1 200AZN/ay
40 m²,Memar Əcəmi m.,300AZN/ay
40 m²,Nərimanov r.,450AZN/ay
2 otaqlı95 m²9/22 mərtəbə,Şah İsmayıl Xətai m.,700AZN/ay
2 otaqlı95 m²8/16 mərtəbə,Şah İsmayıl Xətai m.,700AZN/ay
3 otaqlı110 m²3/10 mərtəbə,İnşaatçılar m.,600AZN/ay
3 otaqlı170 m²12/16 mərtəbə,Səbail r.,2 000AZN/ay
2 otaqlı48 m²3/3 mərtəbə,Nizami m.,800AZN/ay
200 m²,Mərdəkan q.,4 000AZN/ay
500 m²,Nəsimi r.,2 500AZN/ay
180 m²,Nərimanov r.,4 900AZN/ay
3 otaqlı96 m²5/5 mərtəbə,8-ci mikrorayon q.,600AZN/ay
4 otaqlı365 m²26/28 mərtəbə,Şah İsmayıl Xətai m.,7 000AZN/ay
4 otaqlı190 m²5/7 mərtəbə,Xətai r.,2 500AZN/ay
2 otaqlı55 m²1/5 mərtəbə,Nizami r.,480AZN/ay
5 otaqlı220 m²,28 May m.,2 000AZN/ay
350 m²,Mərdəkan q.,300AZN/gün
2 otaqlı70 m²3/4 mərtəbə,Gənclik m.,650AZN/ay
2 otaqlı75 m²12/18 mərtəbə,20 Yanvar m.,600AZN/ay
2 otaqlı70 m²17/17 mərtəbə,Elmlər Akademiyası m.,600AZN/ay
3 otaqlı100 m²2/6 mərtəbə,İçəri Şəhər m.,1 000AZN/ay
2 otaqlı90 m²8/16 mərtəbə,Şah İsmayıl Xətai m.,700AZN/ay
60 m²,Əhmədli m.,500AZN/ay
1 otaqlı45 m²,Nəsimi r.,650AZN/ay
2 otaqlı75 m²4/19 mərtəbə,Nəsimi r.,600AZN/ay
3200 m²,Böyükşor q.,33 000AZN/ay
2 otaqlı60 m²5/5 mərtəbə,Elmlər Akademiyası m.,350AZN/ay
3 otaqlı111 m²11/18 mərtəbə,Yasamal r.,700AZN/ay
2 otaqlı70 m²17/18 mərtəbə,8 Noyabr m.,450AZN/ay
750 m²,Sabunçu r.,2 500AZN/ay
4 otaqlı150 m²,Qəbələ,250AZN/gün
2 otaqlı70 m²17/20 mərtəbə,Nərimanov r.,500AZN/ay
3 otaqlı140 m²5/18 mərtəbə,Nəsimi r.,1 200AZN/ay
2 otaqlı50 m²5/5 mərtəbə,Elmlər Akademiyası m.,450AZN/ay
3 otaqlı140 m²5/6 mərtəbə,Xətai r.,1 500AZN/ay
2 otaqlı70 m²6/15 mərtəbə,Qara Qarayev m.,550AZN/ay
20 m²,Nəriman Nərimanov m.,430AZN/ay
2 otaqlı60 m²4/16 mərtəbə,Elmlər Akademiyası m.,850AZN/ay
40 m²,Əhmədli m.,750AZN/ay
5 otaqlı247 m²,Sahil m.,3 000AZN/ay
3 otaqlı120 m²15/18 mərtəbə,Memar Əcəmi m.,650AZN/ay
3 otaqlı90 m²5/5 mərtəbə,Yasamal r.,550AZN/ay
4 otaqlı170 m²15/19 mərtəbə,Yasamal r.,2 000AZN/ay
4 otaqlı170 m²15/19 mərtəbə,Yasamal r.,2 000AZN/ay
2 otaqlı85 m²5/7 mərtəbə,Xətai r.,700AZN/ay
2 otaqlı70 m²2/3 mərtəbə,İçəri Şəhər m.,700AZN/ay
2 otaqlı70 m²2/3 mərtəbə,İçəri Şəhər m.,650AZN/ay
3 otaqlı267 m²10/22 mərtəbə,Şah İsmayıl Xətai m.,2 000AZN/ay
3 otaqlı140 m²6/17 mərtəbə,Şah İsmayıl Xətai m.,800AZN/ay
2 otaqlı68 m²2/3 mərtəbə,İçəri Şəhər m.,700AZN/ay
3 otaqlı70 m²5/5 mərtəbə,Yasamal r.,550AZN/ay
3 otaqlı100 m²3/7 mərtəbə,Xətai r.,800AZN/ay
2 otaqlı60 m²16/25 mərtəbə,Yeni Yasamal q.,120AZN/ay
1200 m²,Nizami m.,8 500AZN/ay
1 otaqlı32 m²5/5 mərtəbə,Binəqədi r.,450AZN/ay
4 otaqlı185 m²2/16 mərtəbə,Nəsimi r.,1 600AZN/ay
4 otaqlı200 m²1/12 mərtəbə,28 May m.,1 500AZN/ay
4 otaqlı160 m²4/16 mərtəbə,Şah İsmayıl Xətai m.,1 300AZN/ay
13 otaqlı800 m²,Badamdar q.,5 200AZN/ay
3 otaqlı100 m²5/7 mərtəbə,Xətai r.,1 000AZN/ay
2 otaqlı80 m²5/17 mərtəbə,Nizami m.,650AZN/ay
