,Locations,Prices,Floor,Area,Rooms
526,Memar Əcəmi m.,8400,5/5 ,30 ,1 
527,Nizami m.,13500,5/18 ,65 ,2 
528,Nərimanov r.,11100,3/5 ,35 ,1 
529,Memar Əcəmi m.,10500,4/5 ,43 ,2 
530,Nərimanov r.,18000,3/5 ,80 ,3 
531,Şah İsmayıl Xətai m.,21000,15/17 ,100 ,3 
532,Qara Qarayev m.,300000,,260 ,
533,Nəriman Nərimanov m.,36000,13/16 ,140 ,4 
534,Nəriman Nərimanov m.,18000,4/16 ,55 ,2 
535,Nəsimi r.,19500,,60 ,
536,Maştağa q.,300,,460 ,
537,Mərdəkan q.,100,,260 ,
538,Şüvəlan q.,100,,250 ,
539,Şüvəlan q.,240000,,200 ,
540,Mərdəkan q.,130,,240 ,
541,Buzovna q.,199,,250 ,
542,Buzovna q.,100,,240 ,
543,Elmlər Akademiyası m.,20700,4/5 ,100 ,3 
544,Əhmədli m.,75000,,500 ,
545,Bakıxanov q.,6000,7/16 ,80 ,2 
546,Şah İsmayıl Xətai m.,28500,6/20 ,90 ,2 
547,İçəri Şəhər m.,15000,5/5 ,79 ,2 
548,Şah İsmayıl Xətai m.,1680000,,2264 ,
549,8 Noyabr m.,19500,3/17 ,98 ,3 
550,8-ci mikrorayon q.,15000,6/17 ,76 ,2 
551,Şah İsmayıl Xətai m.,21000,17/18 ,110 ,3 
552,Səbail r.,25500,2/3 ,110 ,3 
553,Elmlər Akademiyası m.,25500,4/16 ,60 ,2 
554,28 May m.,75000,,110 ,
555,Əhmədli m.,10500,,80 ,
556,Nizami r.,15000,5/5 ,44 ,2 
557,28 May m.,12000,,12 ,1 
558,Yasamal r.,11400,,30 ,
559,Xətai r.,28500,6/20 ,110 ,3 
560,Əhmədli m.,24000,,120 ,
561,Binəqədi r.,12600,4/16 ,46 ,1 
562,Sahil m.,72000,8/16 ,180 ,4 
563,Yeni Günəşli q.,10200,4/9 ,60 ,2 
564,Şah İsmayıl Xətai m.,30000,12/18 ,80 ,2 
565,Novxanı q.,45000,,1550 ,
566,Memar Əcəmi m.,90000,,156 ,
567,Mərdəkan q.,222,,540 ,
568,Nərimanov r.,48000,,115 ,3 
569,Nərimanov r.,25500,17/19 ,65 ,2 
570,Elmlər Akademiyası m.,30000,9/16 ,120 ,3 
571,Şah İsmayıl Xətai m.,21000,8/20 ,100 ,2 
572,Nərimanov r.,24000,17/21 ,90 ,2 
573,Nəsimi m.,14970,3/9 ,80 ,3 
574,Nizami r.,15000,5/5 ,44 ,2 
575,Şah İsmayıl Xətai m.,39000,11/20 ,195 ,4 
576,Şah İsmayıl Xətai m.,39000,11/20 ,195 ,4 
577,Nəsimi r.,39000,27/27 ,147 ,3 
578,Sahil m.,210000,,270 ,
579,İçəri Şəhər m.,39000,7/15 ,70 ,2 
580,Xətai r.,36000,4/4 ,120 ,4 
581,Elmlər Akademiyası m.,40,2/5 ,40 ,2 
582,Sahil m.,45000,4/4 ,120 ,3 
583,Nəriman Nərimanov m.,24000,18/21 ,86 ,2 
584,Gənclik m.,15000,,50 ,
585,Nərimanov r.,105000,,218 ,7 
586,Nəriman Nərimanov m.,21000,8/8 ,100 ,3 
587,Səbail r.,66000,17/20 ,225 ,4 
588,Nəsimi r.,13500,5/18 ,77 ,2 
589,28 May m.,33000,,160 ,5 
590,Elmlər Akademiyası m.,30000,6/10 ,150 ,3 
591,Memar Əcəmi m.,9000,5/5 ,45 ,2 
592,Mərdəkan q.,120,,200 ,
593,Nərimanov r.,24000,,70 ,3 
594,Elmlər Akademiyası m.,60000,9/22 ,250 ,5 
595,Nərimanov r.,9000,2/2 ,90 ,3 
596,Nərimanov r.,25500,17/19 ,65 ,2 
597,Binəqədi r.,210000,,430 ,
598,Nərimanov r.,24000,18/21 ,86 ,2 
599,Gənclik m.,26700,8/9 ,140 ,4 
600,Nərimanov r.,165000,,150 ,
601,Nəsimi r.,22500,5/16 ,80 ,2 
602,Gənclik m.,15000,5/9 ,50 ,3 
603,Şah İsmayıl Xətai m.,33000,5/9 ,200 ,4 
604,İnşaatçılar m.,24000,5/22 ,150 ,3 
605,Nərimanov r.,15000,,30 ,1 
606,Gənclik m.,25500,17/19 ,70 ,2 
607,Yasamal r.,10500,2/5 ,50 ,2 
608,Nəsimi r.,30000,12/18 ,170 ,4 
609,Elmlər Akademiyası m.,264000,,300 ,
610,Səbail r.,150000,,1000 ,
611,Elmlər Akademiyası m.,360000,,600 ,
612,Yasamal r.,33000,8/16 ,125 ,3 
613,Nərimanov r.,120000,,170 ,
614,Şah İsmayıl Xətai m.,210000,,300 ,
615,Səbail r.,20,2/4 ,22 ,1 
616,Nizami m.,22500,10/14 ,130 ,3 
617,Nəsimi r.,24000,,54 ,
618,Şah İsmayıl Xətai m.,25470,2/20 ,105 ,3 
619,Nəsimi r.,21000,11/19 ,103 ,3 
620,İnşaatçılar m.,30000,,150 ,
621,Nəsimi r.,30000,19/27 ,100 ,2 
622,20 Yanvar m.,30000,12/18 ,137 ,3 
623,Şah İsmayıl Xətai m.,24000,6/16 ,140 ,3 
624,Yeni Günəşli q.,5100,,50 ,1 
625,Nəriman Nərimanov m.,9000,,6 ,
626,Gənclik m.,25500,17/19 ,65 ,2 
627,Nəsimi r.,24000,9/27 ,105 ,2 
628,İnşaatçılar m.,42000,6/9 ,250 ,4 
629,Şah İsmayıl Xətai m.,42000,11/16 ,136 ,4 
630,Nizami m.,21000,12/16 ,110 ,3 
631,28 May m.,22500,11/16 ,85 ,2 
632,Elmlər Akademiyası m.,16500,5/5 ,70 ,3 
633,Nəsimi r.,25500,10/17 ,148 ,3 
634,Nəsimi r.,54000,10/18 ,260 ,4 
635,4-cü mikrorayon q.,18000,1/5 ,60 ,3 
636,Nəsimi r.,22500,5/17 ,153 ,3 
637,Şah İsmayıl Xətai m.,25500,2/20 ,100 ,3 
638,Elmlər Akademiyası m.,24000,8/16 ,135 ,3 
639,Nəriman Nərimanov m.,21000,17/21 ,90 ,2 
640,Xırdalan,90000,,300 ,
641,Xətai r.,90000,7/32 ,130 ,3 
642,Xətai r.,75000,4/7 ,210 ,4 
643,Nizami r.,90000,,400 ,6 
644,Sahil m.,34200,3/4 ,140 ,4 
645,Səbail r.,42000,9/12 ,140 ,3 
646,Buzovna q.,27000,,130 ,
647,Nəriman Nərimanov m.,22500,17/21 ,86 ,2 
648,Səbail r.,30000,2/6 ,100 ,3 
649,Sahil m.,54000,5/7 ,80 ,3 
650,Sahil m.,36000,2/3 ,65 ,2 
651,Nəsimi r.,27000,5/16 ,120 ,3 
652,Nəriman Nərimanov m.,24000,13/17 ,100 ,2 
653,8 Noyabr m.,24000,14/18 ,150 ,3 
654,Yasamal r.,39000,27/27 ,148 ,3 
655,Nərimanov r.,22500,18/21 ,90 ,2 
656,Nərimanov r.,90000,,500 ,0 
657,Xətai r.,54000,3/7 ,150 ,4 
658,İsmayıllı,120,,121 ,4 
659,İnşaatçılar m.,27000,13/17 ,120 ,3 
660,Nəsimi r.,13500,3/16 ,67 ,2 
661,İnşaatçılar m.,25500,4/16 ,60 ,2 
662,Elmlər Akademiyası m.,25500,4/16 ,60 ,2 
663,Gənclik m.,30000,13/15 ,155 ,4 
664,Səbail r.,30000,4/4 ,78 ,2 
665,Nəriman Nərimanov m.,22500,18/22 ,90 ,2 
666,İnşaatçılar m.,18000,17/17 ,120 ,3 
667,Sahil m.,50,2/4 ,120 ,3 
668,Qax,50,,100 ,3 
669,Nəsimi r.,105000,,218 ,7 
670,Yasamal r.,39000,27/27 ,150 ,3 
671,İnşaatçılar m.,38700,27/27 ,142 ,3 
672,Nizami r.,14400,1/5 ,55 ,2 
673,Nərimanov r.,22500,,45 ,
674,Gənclik m.,42000,7/12 ,150 ,3 
675,Gənclik m.,75000,,450 ,
676,Nəriman Nərimanov m.,24000,18/21 ,86 ,2 
677,28 May m.,21000,4/4 ,60 ,2 
678,İçəri Şəhər m.,15000,2/2 ,50 ,2 
679,İçəri Şəhər m.,30000,2/6 ,100 ,3 
680,8-ci mikrorayon q.,12600,4/9 ,85 ,3 
681,7-ci mikrorayon q.,12600,5/16 ,50 ,1 
682,Şah İsmayıl Xətai m.,22500,17/18 ,100 ,3 
683,İnşaatçılar m.,18000,17/17 ,120 ,3 
684,8 Noyabr m.,16500,5/16 ,70 ,2 
685,Xətai r.,28500,6/20 ,100 ,3 
686,Nərimanov r.,12000,6/16 ,45 ,1 
687,Nəriman Nərimanov m.,24000,18/21 ,86 ,2 
688,Nizami m.,39000,7/19 ,135 ,3 
689,Səbail r.,36000,7/15 ,79 ,2 
690,Şah İsmayıl Xətai m.,24000,2/16 ,155 ,3 
691,28 May m.,30000,8/17 ,150 ,3 
692,Novxanı q.,170,,350 ,
693,Şah İsmayıl Xətai m.,30000,,60 ,
694,Nəsimi r.,39000,7/19 ,135 ,3 
695,Həzi Aslanov m.,21000,9/16 ,110 ,3 
696,Nəsimi r.,84000,4/16 ,220 ,4 
697,İnşaatçılar m.,15000,,30 ,1 
698,İçəri Şəhər m.,90000,7/14 ,180 ,4 
699,Nərimanov r.,18000,5/5 ,80 ,3 
700,8 Noyabr m.,18600,5/12 ,60 ,2 
701,İçəri Şəhər m.,36000,2/5 ,80 ,2 
702,Memar Əcəmi m.,9000,,40 ,
703,Nərimanov r.,13500,,40 ,
704,Şah İsmayıl Xətai m.,21000,9/22 ,95 ,2 
705,Şah İsmayıl Xətai m.,21000,8/16 ,95 ,2 
706,İnşaatçılar m.,18000,3/10 ,110 ,3 
707,Səbail r.,60000,12/16 ,170 ,3 
708,Nizami m.,24000,3/3 ,48 ,2 
709,Mərdəkan q.,120000,,200 ,
710,Nəsimi r.,75000,,500 ,
711,Nərimanov r.,147000,,180 ,
712,8-ci mikrorayon q.,18000,5/5 ,96 ,3 
713,Şah İsmayıl Xətai m.,210000,26/28 ,365 ,4 
714,Xətai r.,75000,5/7 ,190 ,4 
715,Nizami r.,14400,1/5 ,55 ,2 
716,28 May m.,60000,,220 ,5 
717,Mərdəkan q.,300,,350 ,
718,Gənclik m.,19500,3/4 ,70 ,2 
719,20 Yanvar m.,18000,12/18 ,75 ,2 
720,Elmlər Akademiyası m.,18000,17/17 ,70 ,2 
721,İçəri Şəhər m.,30000,2/6 ,100 ,3 
722,Şah İsmayıl Xətai m.,21000,8/16 ,90 ,2 
723,Əhmədli m.,15000,,60 ,
724,Nəsimi r.,19500,,45 ,1 
725,Nəsimi r.,18000,4/19 ,75 ,2 
726,Böyükşor q.,990000,,3200 ,
727,Elmlər Akademiyası m.,10500,5/5 ,60 ,2 
728,Yasamal r.,21000,11/18 ,111 ,3 
729,8 Noyabr m.,13500,17/18 ,70 ,2 
730,Sabunçu r.,75000,,750 ,
731,Qəbələ,250,,150 ,4 
732,Nərimanov r.,15000,17/20 ,70 ,2 
733,Nəsimi r.,36000,5/18 ,140 ,3 
734,Elmlər Akademiyası m.,13500,5/5 ,50 ,2 
735,Xətai r.,45000,5/6 ,140 ,3 
736,Qara Qarayev m.,16500,6/15 ,70 ,2 
737,Nəriman Nərimanov m.,12900,,20 ,
738,Elmlər Akademiyası m.,25500,4/16 ,60 ,2 
739,Əhmədli m.,22500,,40 ,
740,Sahil m.,90000,,247 ,5 
741,Memar Əcəmi m.,19500,15/18 ,120 ,3 
742,Yasamal r.,16500,5/5 ,90 ,3 
743,Yasamal r.,60000,15/19 ,170 ,4 
744,Yasamal r.,60000,15/19 ,170 ,4 
745,Xətai r.,21000,5/7 ,85 ,2 
746,İçəri Şəhər m.,21000,2/3 ,70 ,2 
747,İçəri Şəhər m.,19500,2/3 ,70 ,2 
748,Şah İsmayıl Xətai m.,60000,10/22 ,267 ,3 
749,Şah İsmayıl Xətai m.,24000,6/17 ,140 ,3 
750,İçəri Şəhər m.,21000,2/3 ,68 ,2 
751,Yasamal r.,16500,5/5 ,70 ,3 
752,Xətai r.,24000,3/7 ,100 ,3 
753,Yeni Yasamal q.,3600,16/25 ,60 ,2 
754,Nizami m.,255000,,1200 ,
755,Binəqədi r.,13500,5/5 ,32 ,1 
756,Nəsimi r.,48000,2/16 ,185 ,4 
757,28 May m.,45000,1/12 ,200 ,4 
758,Şah İsmayıl Xətai m.,39000,4/16 ,160 ,4 
759,Badamdar q.,156000,,800 ,3 
760,Xətai r.,30000,5/7 ,100 ,3 
761,Nizami m.,19500,5/17 ,80 ,2 
762,İçəri Şəhər m.,18000,1/5 ,45 ,2 
763,İnşaatçılar m.,45000,4/9 ,200 ,3 
764,İçəri Şəhər m.,19500,2/3 ,70 ,2 
765,Nizami m.,30000,10/18 ,170 ,3 
766,İçəri Şəhər m.,21000,2/3 ,70 ,2 
767,Nərimanov r.,15000,,120 ,
768,İçəri Şəhər m.,24000,4/4 ,190 ,5 
769,28 May m.,60000,,200 ,4 
770,Nəsimi r.,15000,,60 ,2 
771,Xətai r.,36000,3/7 ,160 ,4 
772,Nizami m.,15000,2/5 ,56 ,2 
773,İnşaatçılar m.,30000,7/10 ,150 ,3 
774,Nəsimi r.,19500,15/19 ,120 ,2 
775,28 May m.,18000,4/5 ,60 ,2 
776,Nizami m.,25500,14/18 ,150 ,3 
777,28 May m.,57000,,220 ,6 
778,20 Yanvar m.,16500,9/16 ,60 ,2 
779,Sahil m.,45000,7/18 ,100 ,2 
780,Memar Əcəmi m.,12000,5/5 ,45 ,2 
781,Sahil m.,45000,4/4 ,100 ,3 
782,20 Yanvar m.,19500,8/20 ,86 ,3 
783,Xətai r.,13500,13/17 ,65 ,2 
784,İçəri Şəhər m.,45000,,110 ,3 
785,Xətai r.,36000,4/4 ,120 ,4 
786,Yasamal r.,16500,5/5 ,70 ,3 
787,Nəsimi r.,21000,7/15 ,60 ,2 
788,Yasamal q.,15000,,35 ,1 
789,Nəriman Nərimanov m.,13500,,20 ,
790,Memar Əcəmi m.,19500,,45 ,
791,Şah İsmayıl Xətai m.,24000,5/18 ,125 ,3 
792,İnşaatçılar m.,30000,7/10 ,135 ,3 
793,20 Yanvar m.,17700,11/16 ,60 ,2 
794,Elmlər Akademiyası m.,25500,5/16 ,65 ,2 
795,İçəri Şəhər m.,30000,2/6 ,100 ,3 
796,Elmlər Akademiyası m.,16500,5/5 ,70 ,3 
797,Elmlər Akademiyası m.,18000,17/17 ,80 ,2 
798,Şah İsmayıl Xətai m.,30000,,125 ,3 
799,28 May m.,31500,15/17 ,170 ,3 
800,Xətai r.,30000,5/7 ,100 ,3 
801,Gənclik m.,13500,,40 ,
802,Elmlər Akademiyası m.,13500,5/5 ,60 ,2 
803,Nəriman Nərimanov m.,45000,11/16 ,92 ,2 
804,Nərimanov r.,36000,3/18 ,130 ,2 
805,Nizami m.,39000,12/15 ,130 ,3 
806,Qusar,150,,360 ,5 
807,28 May m.,16500,7/10 ,60 ,2 
808,Xətai r.,30000,5/7 ,96 ,2 
809,İçəri Şəhər m.,30000,4/9 ,90 ,3 
810,Elmlər Akademiyası m.,51000,6/18 ,205 ,4 
811,Şah İsmayıl Xətai m.,13500,,18 ,1 
812,Yasamal r.,24000,8/16 ,100 ,3 
813,Şah İsmayıl Xətai m.,300000,,2000 ,
814,İnşaatçılar m.,9000,3/9 ,40 ,1 
815,Qəbələ,250,,200 ,5 
816,Yasamal r.,57000,,170 ,4 
817,Sahil m.,16500,,20 ,1 
818,Şah İsmayıl Xətai m.,16500,14/15 ,65 ,2 
819,Elmlər Akademiyası m.,6600,3/4 ,25 ,1 
820,Sahil m.,16500,,17 ,1 
821,Şah İsmayıl Xətai m.,30000,,150 ,3 
822,Şah İsmayıl Xətai m.,15000,3/12 ,40 ,1 
823,Nizami m.,48000,,42 ,
824,Elmlər Akademiyası m.,54000,6/18 ,230 ,4 
825,Elmlər Akademiyası m.,18000,17/17 ,70 ,2 
826,Xətai r.,45000,,142 ,5 
827,Nəsimi r.,22500,12/17 ,145 ,4 
828,Şah İsmayıl Xətai m.,30000,,125 ,3 
829,Nəsimi r.,30000,8/21 ,115 ,2 
830,Nərimanov r.,90000,,110 ,
831,Nərimanov r.,12000,,24 ,1 
832,İnşaatçılar m.,18000,3/7 ,75 ,3 
833,Şah İsmayıl Xətai m.,21000,12/16 ,150 ,3 
834,Nəsimi r.,39000,8/27 ,150 ,3 
835,İnşaatçılar m.,16500,11/16 ,60 ,2 
836,Qəbələ,150,,200 ,5 
837,Nəsimi r.,12000,8/9 ,60 ,2 
838,Yasamal q.,15000,5/5 ,70 ,3 
839,Nəsimi r.,30000,10/21 ,117 ,2 
840,Qəbələ,90,,151 ,5 
841,Nəsimi r.,30000,5/21 ,115 ,2 
842,Sahil m.,21000,4/4 ,85 ,2 
843,Memar Əcəmi m.,16500,8/19 ,60 ,2 
844,Elmlər Akademiyası m.,13500,3/4 ,50 ,2 
845,Elmlər Akademiyası m.,90000,,6 ,
846,Elmlər Akademiyası m.,135000,,10 ,
847,Elmlər Akademiyası m.,51000,,70 ,
848,Nərimanov r.,10500,4/5 ,36 ,2 
849,Xətai r.,9900,,33 ,5 
850,Xırdalan,6900,,60 ,2 
851,Şah İsmayıl Xətai m.,69000,18/18 ,180 ,4 
852,Səbail r.,66000,1/1 ,150 ,5 
853,Elmlər Akademiyası m.,24000,6/16 ,110 ,3 
854,Elmlər Akademiyası m.,22500,4/16 ,130 ,3 
855,Nəsimi r.,45000,7/17 ,160 ,3 
856,28 May m.,30000,8/12 ,135 ,3 
857,Şah İsmayıl Xətai m.,35700,10/18 ,80 ,2 
858,Neftçilər m.,14100,3/5 ,45 ,2 
859,20 Yanvar m.,24000,13/19 ,82 ,3 
860,Nəsimi r.,13500,3/4 ,50 ,2 
861,Sumqayıt,6000,3/5 ,39 ,1 
862,Şah İsmayıl Xətai m.,24000,2/17 ,100 ,3 
863,Dərnəgül m.,225000,,1400 ,
864,Sahil m.,150000,,330 ,
865,Mərdəkan q.,210000,,900 ,
866,Əhmədli m.,12000,4/9 ,80 ,3 
867,Səbail r.,19500,4/17 ,65 ,2 
868,Memar Əcəmi m.,10500,2/5 ,48 ,2 
869,Nizami r.,15000,5/5 ,44 ,2 
870,Xırdalan,39000,12/15 ,120 ,3 
871,Şah İsmayıl Xətai m.,16500,14/15 ,65 ,2 
872,Sumqayıt,12000,4/13 ,48 ,1 
873,Koroğlu m.,3000,,80 ,3 
874,Yasamal r.,16500,5/5 ,70 ,3 
875,Nizami m.,54000,6/21 ,190 ,4 
876,Yasamal r.,75000,16/19 ,190 ,4 
877,Yasamal r.,7500,,18 ,1 
878,Nəsimi r.,30000,,65 ,
879,İnşaatçılar m.,17700,12/16 ,45 ,2 
880,Nərimanov r.,21000,9/16 ,100 ,3 
881,Yasamal r.,36000,8/27 ,103 ,3 
882,Bayıl q.,12000,,45 ,2 
883,Nəsimi r.,18000,2/5 ,100 ,3 
884,Şah İsmayıl Xətai m.,29970,,130 ,3 
885,Nizami m.,30000,,70 ,
886,İçəri Şəhər m.,72000,8/16 ,180 ,4 
887,Nəsimi r.,39000,27/27 ,147 ,3 
888,Balaxanı q.,15000,,180 ,4 
889,İnşaatçılar m.,66000,,120 ,
890,Nərimanov r.,150000,,800 ,0 
891,Sahil m.,135000,,150 ,
892,Nəsimi m.,18000,6/16 ,92 ,2 
893,İçəri Şəhər m.,54000,,160 ,4 
894,Sabunçu q.,4500,,43 ,1 
895,20 Yanvar m.,13500,2/19 ,31 ,1 
896,8-ci kilometr q.,5100,,20 ,
897,Bayıl q.,3300,7/9 ,200 ,7 
898,Badamdar q.,100,,151 ,
899,Nəriman Nərimanov m.,21000,8/16 ,100 ,2 
900,Sahil m.,25500,3/4 ,60 ,2 
901,Qəbələ,75,,200 ,5 
902,Sahil m.,19500,3/6 ,30 ,1 
903,Nərimanov r.,22500,7/18 ,176 ,3 
904,Elmlər Akademiyası m.,19500,9/16 ,90 ,2 
905,20 Yanvar m.,13500,2/19 ,31 ,1 
906,Nərimanov r.,27000,7/11 ,120 ,3 
907,Yasamal r.,39000,26/27 ,148 ,3 
908,İçəri Şəhər m.,60,3/4 ,120 ,4 
909,8-ci mikrorayon q.,262500,,1250 ,
910,Sahil m.,40,3/4 ,50 ,1 
911,Sahil m.,50,3/4 ,80 ,2 
912,Sahil m.,35,5/7 ,40 ,1 
913,Görədil q.,140,,100 ,
914,20 Yanvar m.,104970,,300 ,
915,Nəsimi r.,39000,27/27 ,147 ,3 
916,İnşaatçılar m.,13500,4/5 ,65 ,2 
917,Nəriman Nərimanov m.,27000,6/18 ,130 ,3 
918,Nəsimi r.,37500,9/16 ,110 ,3 
919,Nəsimi r.,28500,21/27 ,66.5 ,2 
920,Bakıxanov q.,13500,8/8 ,40 ,2 
921,Şah İsmayıl Xətai m.,44700,4/16 ,140 ,3 
922,Gəncə,6000,4/4 ,71 ,3 
923,Şah İsmayıl Xətai m.,48000,12/17 ,135 ,3 
924,Şah İsmayıl Xətai m.,600000,,810 ,7 
925,Nəriman Nərimanov m.,12000,3/5 ,63 ,2 
926,Nərimanov r.,18000,1/9 ,120 ,5 
927,Şah İsmayıl Xətai m.,378000,,630 ,2 
928,Şah İsmayıl Xətai m.,432000,,720 ,2 
929,İnşaatçılar m.,15000,10/16 ,60 ,2 
930,Binəqədi q.,12600,3/5 ,65 ,2 
931,8 Noyabr m.,25500,8/16 ,145 ,3 
932,Şah İsmayıl Xətai m.,498000,,830 ,3 
933,Şah İsmayıl Xətai m.,25500,2/20 ,100 ,3 
934,Şah İsmayıl Xətai m.,41700,15/18 ,140 ,3 
935,Yasamal q.,39000,27/27 ,147.5 ,3 
936,Nəsimi r.,19500,3/11 ,117 ,3 
937,28 May m.,36000,9/22 ,140 ,4 
938,Səbail r.,15000,1/2 ,50 ,2 
939,Dərnəgül m.,9600,4/5 ,50 ,2 
940,Sahil m.,50,3/7 ,100 ,3 
941,Sahil m.,40,2/3 ,80 ,2 
942,Sahil m.,40,3/5 ,70 ,2 
943,28 May m.,19500,11/16 ,100 ,2 
944,8-ci mikrorayon q.,15000,7/9 ,60 ,2 
945,Nizami m.,45000,8/18 ,190 ,4 
946,Nəsimi r.,18000,1/5 ,60 ,3 
947,Nizami m.,19500,3/16 ,80 ,2 
948,4-cü mikrorayon q.,9000,5/5 ,44 ,2 
949,Sahil m.,96000,,230 ,5 
950,Yasamal r.,30000,21/27 ,69 ,2 
951,Nərimanov r.,12000,8/8 ,40 ,2 
952,Nəriman Nərimanov m.,120000,,260 ,
953,İçəri Şəhər m.,120000,,200 ,5 
954,Nərimanov r.,12000,4/9 ,50 ,2 
955,Şah İsmayıl Xətai m.,210000,,320 ,
956,Nəriman Nərimanov m.,22500,10/17 ,120 ,3 
957,28 May m.,33000,,65 ,3 
958,Nərimanov r.,35,10/20 ,45 ,1 
959,28 May m.,18000,2/5 ,60 ,2 
960,Nəsimi r.,21000,,115 ,3 
961,Azadlıq Prospekti m.,10500,2/9 ,60 ,2 
962,Nəriman Nərimanov m.,21000,15/20 ,120 ,3 
963,Nəsimi r.,27000,5/5 ,110 ,3 
964,Nərimanov r.,22500,9/18 ,170 ,3 
965,İnşaatçılar m.,15000,4/5 ,65 ,3 
966,Yeni Yasamal q.,9000,2/12 ,37.4 ,2 
967,Nəsimi r.,120000,8/30 ,200 ,3 
968,Suraxanı r.,10800,4/5 ,35 ,2 
969,Yeni Yasamal q.,15000,,70 ,
970,Nərimanov r.,120000,,800 ,
971,Yasamal r.,27000,8/27 ,106 ,2 
972,Nizami m.,24000,,100 ,3 
973,Sahil m.,45000,7/20 ,220 ,3 
974,Yasamal r.,24000,8/27 ,106 ,2 
975,Sumqayıt,6000,3/5 ,35 ,1 
976,Nəriman Nərimanov m.,39000,,55 ,
977,Nəriman Nərimanov m.,22500,10/17 ,115 ,3 
978,Şah İsmayıl Xətai m.,30000,,125 ,
979,Nəriman Nərimanov m.,22500,10/17 ,125 ,3 
980,Nərimanov r.,33000,15/17 ,110 ,3 
981,Yasamal r.,13500,2/5 ,60 ,2 
982,Maştağa q.,120000,,270 ,
983,Şah İsmayıl Xətai m.,24000,2/20 ,100 ,3 
984,Nəriman Nərimanov m.,27000,5/20 ,60 ,2 
985,Nəriman Nərimanov m.,21000,8/16 ,60 ,2 
986,Bayıl q.,90000,,650 ,
987,Şah İsmayıl Xətai m.,63000,18/18 ,190 ,4 
988,Sahil m.,39000,,100 ,2 
989,Səbail r.,19500,2/16 ,90 ,2 
990,Sahil m.,24000,2/2 ,100 ,3 
991,Sahil m.,39000,2/5 ,60 ,2 
992,Elmlər Akademiyası m.,120000,,90 ,
993,Şah İsmayıl Xətai m.,20970,17/18 ,110 ,3 
994,Nərimanov r.,22500,7/18 ,170 ,3 
995,Nəriman Nərimanov m.,24000,10/17 ,120 ,3 
996,Şah İsmayıl Xətai m.,84000,,200 ,4 
997,Şah İsmayıl Xətai m.,69000,18/18 ,181 ,4 
998,Şah İsmayıl Xətai m.,144000,,255 ,
999,İçəri Şəhər m.,39000,4/5 ,130 ,4 
1000,8 Noyabr m.,36000,12/14 ,175 ,3 
1001,20 Yanvar m.,13500,8/18 ,45 ,2 
1002,Yasamal r.,18000,,35 ,
1003,Nərimanov r.,14100,4/14 ,85 ,2 
1004,Yeni Yasamal q.,13500,13/16 ,90 ,1 
1005,Səbail r.,18000,,100 ,5 
1006,Şah İsmayıl Xətai m.,39000,12/22 ,120 ,2 
1007,Badamdar q.,19500,4/17 ,65 ,2 
1008,Massiv V q.,12000,15/15 ,100 ,3 
1009,Şah İsmayıl Xətai m.,51000,14/22 ,140 ,3 
1010,Nəsimi r.,75000,,190 ,3 
1011,Nizami m.,21000,15/16 ,70 ,3 
1012,Xırdalan,10500,11/11 ,78 ,3 
1013,Abşeron r.,10500,10/12 ,63 ,2 
1014,Yasamal r.,36000,10/20 ,150 ,3 
1015,Qara Qarayev m.,14100,3/5 ,50 ,2 
1016,Nəsimi r.,48000,10/22 ,170 ,4 
1017,Nizami m.,13500,,45 ,
1018,Nəriman Nərimanov m.,23700,10/19 ,120 ,3 
1019,Şah İsmayıl Xətai m.,13500,7/7 ,90 ,3 
1020,Şah İsmayıl Xətai m.,45000,6/10 ,200 ,4 
1021,Şah İsmayıl Xətai m.,45000,15/25 ,160 ,3 
1022,İçəri Şəhər m.,36000,8/12 ,125 ,4 
1023,Şah İsmayıl Xətai m.,51000,18/23 ,210 ,3 
1024,Şah İsmayıl Xətai m.,30000,6/16 ,86 ,2 
1025,Nəsimi r.,23700,5/16 ,85 ,2 
1026,Şah İsmayıl Xətai m.,30000,,125 ,3 
1027,Şah İsmayıl Xətai m.,69000,18/18 ,181 ,4 
1028,Şah İsmayıl Xətai m.,60000,10/21 ,130 ,3 
1029,Nəsimi r.,45000,7/14 ,225 ,4 
1030,Qəbələ,100,,130 ,5 
1031,28 May m.,33000,11/18 ,67 ,2 
1032,Qusar,60,,70 ,2 
1033,İnşaatçılar m.,2700,,16 ,1 
1034,Şah İsmayıl Xətai m.,36000,,135 ,3 
1035,Nizami r.,150000,,5000.0,
1036,Yasamal r.,25500,13/17 ,85 ,2 
1037,İçəri Şəhər m.,24000,4/16 ,150 ,3 
1038,Yasamal q.,60000,,300 ,5 
1039,Səbail r.,72000,,155 ,7 
1040,20 Yanvar m.,13500,8/20 ,45 ,2 
1041,Yasamal r.,13500,7/9 ,100 ,3 
1042,Bayıl q.,12000,2/2 ,45 ,2 
1043,Memar Əcəmi m.,360000,,1000 ,
1044,28 May m.,36000,9/21 ,140 ,4 
1045,Nizami m.,45000,15/18 ,180 ,3 
1046,Gənclik m.,315000,,700 ,
1047,Nərimanov r.,15000,16/18 ,68 ,2 
1048,Xətai r.,42000,6/10 ,180 ,4 
1049,Bayıl q.,15000,4/5 ,43 ,2 
1050,Nərimanov r.,27000,7/11 ,120 ,3 
1051,Badamdar q.,19500,5/17 ,75 ,2 
